sName,Date,Price
KOSPI,2024.07.19,"2,795.46"
KOSPI,2024.07.18,"2,824.35"
KOSPI,2024.07.17,"2,843.29"
KOSPI,2024.07.16,"2,866.09"
KOSPI,2024.07.15,"2,860.92"
KOSPI,2024.07.12,"2,857.00"
KOSPI,2024.07.11,"2,891.35"
KOSPI,2024.07.10,"2,867.99"
KOSPI,2024.07.09,"2,867.38"
KOSPI,2024.07.08,"2,857.76"
KOSPI,2024.07.05,"2,862.23"
KOSPI,2024.07.04,"2,824.94"
KOSPI,2024.07.03,"2,794.01"
KOSPI,2024.07.02,"2,780.86"
KOSPI,2024.07.01,"2,804.31"
KOSPI,2024.06.28,"2,797.82"
KOSPI,2024.06.27,"2,784.06"
KOSPI,2024.06.26,"2,792.05"
KOSPI,2024.06.25,"2,774.39"
KOSPI,2024.06.24,"2,764.73"
KOSPI,2024.06.21,"2,784.26"
KOSPI,2024.06.20,"2,807.63"
KOSPI,2024.06.19,"2,797.33"
KOSPI,2024.06.18,"2,763.92"
KOSPI,2024.06.17,"2,744.10"
KOSPI,2024.06.14,"2,758.42"
KOSPI,2024.06.13,"2,754.89"
KOSPI,2024.06.12,"2,728.17"
KOSPI,2024.06.11,"2,705.32"
KOSPI,2024.06.10,"2,701.17"
KOSPI,2024.06.07,"2,722.67"
KOSPI,2024.06.05,"2,689.50"
KOSPI,2024.06.04,"2,662.10"
KOSPI,2024.06.03,"2,682.52"
KOSPI,2024.05.31,"2,636.52"
KOSPI,2024.05.30,"2,635.44"
KOSPI,2024.05.29,"2,677.30"
KOSPI,2024.05.28,"2,722.85"
KOSPI,2024.05.27,"2,722.99"
KOSPI,2024.05.24,"2,687.60"
KOSPI,2024.05.23,"2,721.81"
KOSPI,2024.05.22,"2,723.46"
KOSPI,2024.05.21,"2,724.18"
KOSPI,2024.05.20,"2,742.14"
KOSPI,2024.05.17,"2,724.62"
KOSPI,2024.05.16,"2,753.00"
KOSPI,2024.05.14,"2,730.34"
KOSPI,2024.05.13,"2,727.21"
KOSPI,2024.05.10,"2,727.63"
KOSPI,2024.05.09,"2,712.14"
KOSPI,2024.05.08,"2,745.05"
KOSPI,2024.05.07,"2,734.36"
KOSPI,2024.05.03,"2,676.63"
KOSPI,2024.05.02,"2,683.65"
KOSPI,2024.04.30,"2,692.06"
KOSPI,2024.04.29,"2,687.44"
KOSPI,2024.04.26,"2,656.33"
KOSPI,2024.04.25,"2,628.62"
KOSPI,2024.04.24,"2,675.75"
KOSPI,2024.04.23,"2,623.02"
KOSPI,2024.04.22,"2,629.44"
KOSPI,2024.04.19,"2,591.86"
KOSPI,2024.04.18,"2,634.70"
KOSPI,2024.04.17,"2,584.18"
KOSPI,2024.04.16,"2,609.63"
KOSPI,2024.04.15,"2,670.43"
KOSPI,2024.04.12,"2,681.82"
KOSPI,2024.04.11,"2,706.96"
KOSPI,2024.04.09,"2,705.16"
KOSPI,2024.04.08,"2,717.65"
KOSPI,2024.04.05,"2,714.21"
KOSPI,2024.04.04,"2,742.00"
KOSPI,2024.04.03,"2,706.97"
KOSPI,2024.04.02,"2,753.16"
KOSPI,2024.04.01,"2,747.86"
KOSPI,2024.03.29,"2,746.63"
KOSPI,2024.03.28,"2,745.82"
KOSPI,2024.03.27,"2,755.11"
KOSPI,2024.03.26,"2,757.09"
KOSPI,2024.03.25,"2,737.57"
KOSPI,2024.03.22,"2,748.56"
KOSPI,2024.03.21,"2,754.86"
KOSPI,2024.03.20,"2,690.14"
KOSPI,2024.03.19,"2,656.17"
KOSPI,2024.03.18,"2,685.84"
KOSPI,2024.03.15,"2,666.84"
KOSPI,2024.03.14,"2,718.76"
KOSPI,2024.03.13,"2,693.57"
KOSPI,2024.03.12,"2,681.81"
KOSPI,2024.03.11,"2,659.84"
KOSPI,2024.03.08,"2,680.35"
KOSPI,2024.03.07,"2,647.62"
KOSPI,2024.03.06,"2,641.49"
KOSPI,2024.03.05,"2,649.40"
KOSPI,2024.03.04,"2,674.27"
KOSPI,2024.02.29,"2,642.36"
KOSPI,2024.02.28,"2,652.29"
KOSPI,2024.02.27,"2,625.05"
KOSPI,2024.02.26,"2,647.08"
KOSPI,2024.02.23,"2,667.70"
KOSPI,2024.02.22,"2,664.27"
KOSPI,2024.02.21,"2,653.31"
KOSPI,2024.02.20,"2,657.79"
KOSPI,2024.02.19,"2,680.26"
KOSPI,2024.02.16,"2,648.76"
KOSPI,2024.02.15,"2,613.80"
KOSPI,2024.02.14,"2,620.42"
KOSPI,2024.02.13,"2,649.64"
KOSPI,2024.02.08,"2,620.32"
KOSPI,2024.02.07,"2,609.58"
KOSPI,2024.02.06,"2,576.20"
KOSPI,2024.02.05,"2,591.31"
KOSPI,2024.02.02,"2,615.31"
KOSPI,2024.02.01,"2,542.46"
KOSPI,2024.01.31,"2,497.09"
KOSPI,2024.01.30,"2,498.81"
KOSPI,2024.01.29,"2,500.65"
KOSPI,2024.01.26,"2,478.56"
KOSPI,2024.01.25,"2,470.34"
KOSPI,2024.01.24,"2,469.69"
KOSPI,2024.01.23,"2,478.61"
KOSPI,2024.01.22,"2,464.35"
KOSPI,2024.01.19,"2,472.74"
KOSPI,2024.01.18,"2,440.04"
KOSPI,2024.01.17,"2,435.90"
KOSPI,2024.01.16,"2,497.59"
KOSPI,2024.01.15,"2,525.99"
KOSPI,2024.01.12,"2,525.05"
KOSPI,2024.01.11,"2,540.27"
KOSPI,2024.01.10,"2,541.98"
KOSPI,2024.01.09,"2,561.24"
KOSPI,2024.01.08,"2,567.82"
KOSPI,2024.01.05,"2,578.08"
KOSPI,2024.01.04,"2,587.02"
KOSPI,2024.01.03,"2,607.31"
KOSPI,2024.01.02,"2,669.81"
KOSPI,2023.12.28,"2,655.28"
KOSPI,2023.12.27,"2,613.50"
KOSPI,2023.12.26,"2,602.59"
KOSPI,2023.12.22,"2,599.51"
KOSPI,2023.12.21,"2,600.02"
KOSPI,2023.12.20,"2,614.30"
KOSPI,2023.12.19,"2,568.55"
KOSPI,2023.12.18,"2,566.86"
KOSPI,2023.12.15,"2,563.56"
KOSPI,2023.12.14,"2,544.18"
KOSPI,2023.12.13,"2,510.66"
KOSPI,2023.12.12,"2,535.27"
KOSPI,2023.12.11,"2,525.36"
KOSPI,2023.12.08,"2,517.85"
KOSPI,2023.12.07,"2,492.07"
KOSPI,2023.12.06,"2,495.38"
KOSPI,2023.12.05,"2,494.28"
KOSPI,2023.12.04,"2,514.95"
KOSPI,2023.12.01,"2,505.01"
KOSPI,2023.11.30,"2,535.29"
KOSPI,2023.11.29,"2,519.81"
KOSPI,2023.11.28,"2,521.76"
KOSPI,2023.11.27,"2,495.66"
KOSPI,2023.11.24,"2,496.63"
KOSPI,2023.11.23,"2,514.96"
KOSPI,2023.11.22,"2,511.70"
KOSPI,2023.11.21,"2,510.42"
KOSPI,2023.11.20,"2,491.20"
KOSPI,2023.11.17,"2,469.85"
KOSPI,2023.11.16,"2,488.18"
KOSPI,2023.11.15,"2,486.67"
KOSPI,2023.11.14,"2,433.25"
KOSPI,2023.11.13,"2,403.76"
KOSPI,2023.11.10,"2,409.66"
KOSPI,2023.11.09,"2,427.08"
KOSPI,2023.11.08,"2,421.62"
KOSPI,2023.11.07,"2,443.96"
KOSPI,2023.11.06,"2,502.37"
KOSPI,2023.11.03,"2,368.34"
KOSPI,2023.11.02,"2,343.12"
KOSPI,2023.11.01,"2,301.56"
KOSPI,2023.10.31,"2,277.99"
KOSPI,2023.10.30,"2,310.55"
KOSPI,2023.10.27,"2,302.81"
KOSPI,2023.10.26,"2,299.08"
KOSPI,2023.10.25,"2,363.17"
KOSPI,2023.10.24,"2,383.51"
KOSPI,2023.10.23,"2,357.02"
KOSPI,2023.10.20,"2,375.00"
KOSPI,2023.10.19,"2,415.80"
KOSPI,2023.10.18,"2,462.60"
KOSPI,2023.10.17,"2,460.17"
KOSPI,2023.10.16,"2,436.24"
KOSPI,2023.10.13,"2,456.15"
KOSPI,2023.10.12,"2,479.82"
KOSPI,2023.10.11,"2,450.08"
KOSPI,2023.10.10,"2,402.58"
KOSPI,2023.10.06,"2,408.73"
KOSPI,2023.10.05,"2,403.60"
KOSPI,2023.10.04,"2,405.69"
KOSPI,2023.09.27,"2,465.07"
KOSPI,2023.09.26,"2,462.97"
KOSPI,2023.09.25,"2,495.76"
KOSPI,2023.09.22,"2,508.13"
KOSPI,2023.09.21,"2,514.97"
KOSPI,2023.09.20,"2,559.74"
KOSPI,2023.09.19,"2,559.21"
KOSPI,2023.09.18,"2,574.72"
KOSPI,2023.09.15,"2,601.28"
KOSPI,2023.09.14,"2,572.89"
KOSPI,2023.09.13,"2,534.70"
KOSPI,2023.09.12,"2,536.58"
KOSPI,2023.09.11,"2,556.88"
KOSPI,2023.09.08,"2,547.68"
KOSPI,2023.09.07,"2,548.26"
KOSPI,2023.09.06,"2,563.34"
KOSPI,2023.09.05,"2,582.18"
KOSPI,2023.09.04,"2,584.55"
KOSPI,2023.09.01,"2,563.71"
KOSPI,2023.08.31,"2,556.27"
KOSPI,2023.08.30,"2,561.22"
KOSPI,2023.08.29,"2,552.16"
KOSPI,2023.08.28,"2,543.41"
KOSPI,2023.08.25,"2,519.14"
KOSPI,2023.08.24,"2,537.68"
KOSPI,2023.08.23,"2,505.50"
KOSPI,2023.08.22,"2,515.74"
KOSPI,2023.08.21,"2,508.80"
KOSPI,2023.08.18,"2,504.50"
KOSPI,2023.08.17,"2,519.85"
KOSPI,2023.08.16,"2,525.64"
KOSPI,2023.08.14,"2,570.87"
KOSPI,2023.08.11,"2,591.26"
KOSPI,2023.08.10,"2,601.56"
KOSPI,2023.08.09,"2,605.12"
KOSPI,2023.08.08,"2,573.98"
KOSPI,2023.08.07,"2,580.71"
KOSPI,2023.08.04,"2,602.80"
KOSPI,2023.08.03,"2,605.39"
KOSPI,2023.08.02,"2,616.47"
KOSPI,2023.08.01,"2,667.07"
KOSPI,2023.07.31,"2,632.58"
KOSPI,2023.07.28,"2,608.32"
KOSPI,2023.07.27,"2,603.81"
KOSPI,2023.07.26,"2,592.36"
KOSPI,2023.07.25,"2,636.46"
KOSPI,2023.07.24,"2,628.53"
KOSPI,2023.07.21,"2,609.76"
KOSPI,2023.07.20,"2,600.23"
KOSPI,2023.07.19,"2,608.24"
KOSPI,2023.07.18,"2,607.62"
KOSPI,2023.07.17,"2,619.00"
KOSPI,2023.07.14,"2,628.30"
KOSPI,2023.07.13,"2,591.23"
KOSPI,2023.07.12,"2,574.72"
KOSPI,2023.07.11,"2,562.49"
KOSPI,2023.07.10,"2,520.70"
KOSPI,2023.07.07,"2,526.71"
KOSPI,2023.07.06,"2,556.29"
KOSPI,2023.07.05,"2,579.00"
KOSPI,2023.07.04,"2,593.31"
KOSPI,2023.07.03,"2,602.47"
KOSPI,2023.06.30,"2,564.28"
KOSPI,2023.06.29,"2,550.02"
KOSPI,2023.06.28,"2,564.19"
KOSPI,2023.06.27,"2,581.39"
KOSPI,2023.06.26,"2,582.20"
KOSPI,2023.06.23,"2,570.10"
KOSPI,2023.06.22,"2,593.70"
KOSPI,2023.06.21,"2,582.63"
KOSPI,2023.06.20,"2,604.91"
KOSPI,2023.06.19,"2,609.50"
KOSPI,2023.06.16,"2,625.79"
KOSPI,2023.06.15,"2,608.54"
KOSPI,2023.06.14,"2,619.08"
KOSPI,2023.06.13,"2,637.95"
KOSPI,2023.06.12,"2,629.35"
KOSPI,2023.06.09,"2,641.16"
KOSPI,2023.06.08,"2,610.85"
KOSPI,2023.06.07,"2,615.60"
KOSPI,2023.06.05,"2,615.41"
KOSPI,2023.06.02,"2,601.36"
KOSPI,2023.06.01,"2,569.17"
KOSPI,2023.05.31,"2,577.12"
KOSPI,2023.05.30,"2,585.52"
KOSPI,2023.05.26,"2,558.81"
KOSPI,2023.05.25,"2,554.69"
KOSPI,2023.05.24,"2,567.45"
KOSPI,2023.05.23,"2,567.55"
KOSPI,2023.05.22,"2,557.08"
KOSPI,2023.05.19,"2,537.79"
KOSPI,2023.05.18,"2,515.40"
KOSPI,2023.05.17,"2,494.66"
KOSPI,2023.05.16,"2,480.24"
KOSPI,2023.05.15,"2,479.35"
KOSPI,2023.05.12,"2,475.42"
KOSPI,2023.05.11,"2,491.00"
KOSPI,2023.05.10,"2,496.51"
KOSPI,2023.05.09,"2,510.06"
KOSPI,2023.05.08,"2,513.21"
KOSPI,2023.05.04,"2,500.94"
KOSPI,2023.05.03,"2,501.40"
KOSPI,2023.05.02,"2,524.39"
KOSPI,2023.04.28,"2,501.53"
KOSPI,2023.04.27,"2,495.81"
KOSPI,2023.04.26,"2,484.83"
KOSPI,2023.04.25,"2,489.02"
KOSPI,2023.04.24,"2,523.50"
KOSPI,2023.04.21,"2,544.40"
KOSPI,2023.04.20,"2,563.11"
KOSPI,2023.04.19,"2,575.08"
KOSPI,2023.04.18,"2,571.09"
KOSPI,2023.04.17,"2,575.91"
KOSPI,2023.04.14,"2,571.49"
KOSPI,2023.04.13,"2,561.66"
KOSPI,2023.04.12,"2,550.64"
KOSPI,2023.04.11,"2,547.86"
KOSPI,2023.04.10,"2,512.08"
KOSPI,2023.04.07,"2,490.41"
KOSPI,2023.04.06,"2,459.23"
KOSPI,2023.04.05,"2,495.21"
KOSPI,2023.04.04,"2,480.51"
KOSPI,2023.04.03,"2,472.34"
KOSPI,2023.03.31,"2,476.86"
KOSPI,2023.03.30,"2,453.16"
KOSPI,2023.03.29,"2,443.92"
KOSPI,2023.03.28,"2,434.94"
KOSPI,2023.03.27,"2,409.22"
KOSPI,2023.03.24,"2,414.96"
KOSPI,2023.03.23,"2,424.48"
KOSPI,2023.03.22,"2,416.96"
KOSPI,2023.03.21,"2,388.35"
KOSPI,2023.03.20,"2,379.20"
KOSPI,2023.03.17,"2,395.69"
KOSPI,2023.03.16,"2,377.91"
KOSPI,2023.03.15,"2,379.72"
KOSPI,2023.03.14,"2,348.97"
KOSPI,2023.03.13,"2,410.60"
KOSPI,2023.03.10,"2,394.59"
KOSPI,2023.03.09,"2,419.09"
KOSPI,2023.03.08,"2,431.91"
KOSPI,2023.03.07,"2,463.35"
KOSPI,2023.03.06,"2,462.62"
KOSPI,2023.03.03,"2,432.07"
KOSPI,2023.03.02,"2,427.85"
KOSPI,2023.02.28,"2,412.85"
KOSPI,2023.02.27,"2,402.64"
KOSPI,2023.02.24,"2,423.61"
KOSPI,2023.02.23,"2,439.09"
KOSPI,2023.02.22,"2,417.68"
KOSPI,2023.02.21,"2,458.96"
KOSPI,2023.02.20,"2,455.12"
KOSPI,2023.02.17,"2,451.21"
KOSPI,2023.02.16,"2,475.48"
KOSPI,2023.02.15,"2,427.90"
KOSPI,2023.02.14,"2,465.64"
KOSPI,2023.02.13,"2,452.70"
KOSPI,2023.02.10,"2,469.73"
KOSPI,2023.02.09,"2,481.52"
KOSPI,2023.02.08,"2,483.64"
KOSPI,2023.02.07,"2,451.71"
KOSPI,2023.02.06,"2,438.19"
KOSPI,2023.02.03,"2,480.40"
KOSPI,2023.02.02,"2,468.88"
KOSPI,2023.02.01,"2,449.80"
KOSPI,2023.01.31,"2,425.08"
KOSPI,2023.01.30,"2,450.47"
KOSPI,2023.01.27,"2,484.02"
KOSPI,2023.01.26,"2,468.65"
KOSPI,2023.01.25,"2,428.57"
KOSPI,2023.01.20,"2,395.26"
KOSPI,2023.01.19,"2,380.34"
KOSPI,2023.01.18,"2,368.32"
KOSPI,2023.01.17,"2,379.39"
KOSPI,2023.01.16,"2,399.86"
KOSPI,2023.01.13,"2,386.09"
KOSPI,2023.01.12,"2,365.10"
KOSPI,2023.01.11,"2,359.53"
KOSPI,2023.01.10,"2,351.31"
KOSPI,2023.01.09,"2,350.19"
KOSPI,2023.01.06,"2,289.97"
KOSPI,2023.01.05,"2,264.65"
KOSPI,2023.01.04,"2,255.98"
KOSPI,2023.01.03,"2,218.68"
KOSPI,2023.01.02,"2,225.67"
KOSPI,2022.12.29,"2,236.40"
KOSPI,2022.12.28,"2,280.45"
KOSPI,2022.12.27,"2,332.79"
KOSPI,2022.12.26,"2,317.14"
KOSPI,2022.12.23,"2,313.69"
KOSPI,2022.12.22,"2,356.73"
KOSPI,2022.12.21,"2,328.95"
KOSPI,2022.12.20,"2,333.29"
KOSPI,2022.12.19,"2,352.17"
KOSPI,2022.12.16,"2,360.02"
KOSPI,2022.12.15,"2,360.97"
KOSPI,2022.12.14,"2,399.25"
KOSPI,2022.12.13,"2,372.40"
KOSPI,2022.12.12,"2,373.02"
KOSPI,2022.12.09,"2,389.04"
KOSPI,2022.12.08,"2,371.08"
KOSPI,2022.12.07,"2,382.81"
KOSPI,2022.12.06,"2,393.16"
KOSPI,2022.12.05,"2,419.32"
KOSPI,2022.12.02,"2,434.33"
KOSPI,2022.12.01,"2,479.84"
KOSPI,2022.11.30,"2,472.53"
KOSPI,2022.11.29,"2,433.39"
KOSPI,2022.11.28,"2,408.27"
KOSPI,2022.11.25,"2,437.86"
KOSPI,2022.11.24,"2,441.33"
KOSPI,2022.11.23,"2,418.01"
KOSPI,2022.11.22,"2,405.27"
KOSPI,2022.11.21,"2,419.50"
KOSPI,2022.11.18,"2,444.48"
KOSPI,2022.11.17,"2,442.90"
KOSPI,2022.11.16,"2,477.45"
KOSPI,2022.11.15,"2,480.33"
KOSPI,2022.11.14,"2,474.65"
KOSPI,2022.11.11,"2,483.16"
KOSPI,2022.11.10,"2,402.23"
KOSPI,2022.11.09,"2,424.41"
KOSPI,2022.11.08,"2,399.04"
KOSPI,2022.11.07,"2,371.79"
KOSPI,2022.11.04,"2,348.43"
KOSPI,2022.11.03,"2,329.17"
KOSPI,2022.11.02,"2,336.87"
KOSPI,2022.11.01,"2,335.22"
KOSPI,2022.10.31,"2,293.61"
KOSPI,2022.10.28,"2,268.40"
KOSPI,2022.10.27,"2,288.78"
KOSPI,2022.10.26,"2,249.56"
KOSPI,2022.10.25,"2,235.07"
KOSPI,2022.10.24,"2,236.16"
KOSPI,2022.10.21,"2,213.12"
KOSPI,2022.10.20,"2,218.09"
KOSPI,2022.10.19,"2,237.44"
KOSPI,2022.10.18,"2,249.95"
KOSPI,2022.10.17,"2,219.71"
KOSPI,2022.10.14,"2,212.55"
KOSPI,2022.10.13,"2,162.87"
KOSPI,2022.10.12,"2,202.47"
KOSPI,2022.10.11,"2,192.07"
KOSPI,2022.10.07,"2,232.84"
KOSPI,2022.10.06,"2,237.86"
KOSPI,2022.10.05,"2,215.22"
KOSPI,2022.10.04,"2,209.38"
KOSPI,2022.09.30,"2,155.49"
KOSPI,2022.09.29,"2,170.93"
KOSPI,2022.09.28,"2,169.29"
KOSPI,2022.09.27,"2,223.86"
KOSPI,2022.09.26,"2,220.94"
KOSPI,2022.09.23,"2,290.00"
KOSPI,2022.09.22,"2,332.31"
KOSPI,2022.09.21,"2,347.21"
KOSPI,2022.09.20,"2,367.85"
KOSPI,2022.09.19,"2,355.66"
KOSPI,2022.09.16,"2,382.78"
KOSPI,2022.09.15,"2,401.83"
KOSPI,2022.09.14,"2,411.42"
KOSPI,2022.09.13,"2,449.54"
KOSPI,2022.09.08,"2,384.28"
KOSPI,2022.09.07,"2,376.46"
KOSPI,2022.09.06,"2,410.02"
KOSPI,2022.09.05,"2,403.68"
KOSPI,2022.09.02,"2,409.41"
KOSPI,2022.09.01,"2,415.61"
KOSPI,2022.08.31,"2,472.05"
KOSPI,2022.08.30,"2,450.93"
KOSPI,2022.08.29,"2,426.89"
KOSPI,2022.08.26,"2,481.03"
KOSPI,2022.08.25,"2,477.26"
KOSPI,2022.08.24,"2,447.45"
KOSPI,2022.08.23,"2,435.34"
KOSPI,2022.08.22,"2,462.50"
KOSPI,2022.08.19,"2,492.69"
KOSPI,2022.08.18,"2,508.05"
KOSPI,2022.08.17,"2,516.47"
KOSPI,2022.08.16,"2,533.52"
KOSPI,2022.08.12,"2,527.94"
KOSPI,2022.08.11,"2,523.78"
KOSPI,2022.08.10,"2,480.88"
KOSPI,2022.08.09,"2,503.46"
KOSPI,2022.08.08,"2,493.10"
KOSPI,2022.08.05,"2,490.80"
KOSPI,2022.08.04,"2,473.11"
KOSPI,2022.08.03,"2,461.45"
KOSPI,2022.08.02,"2,439.62"
KOSPI,2022.08.01,"2,452.25"
KOSPI,2022.07.29,"2,451.50"
KOSPI,2022.07.28,"2,435.27"
KOSPI,2022.07.27,"2,415.53"
KOSPI,2022.07.26,"2,412.96"
KOSPI,2022.07.25,"2,403.69"
KOSPI,2022.07.22,"2,393.14"
KOSPI,2022.07.21,"2,409.16"
KOSPI,2022.07.20,"2,386.85"
KOSPI,2022.07.19,"2,370.97"
KOSPI,2022.07.18,"2,375.25"
KOSPI,2022.07.15,"2,330.98"
KOSPI,2022.07.14,"2,322.32"
KOSPI,2022.07.13,"2,328.61"
KOSPI,2022.07.12,"2,317.76"
KOSPI,2022.07.11,"2,340.27"
KOSPI,2022.07.08,"2,350.61"
KOSPI,2022.07.07,"2,334.27"
KOSPI,2022.07.06,"2,292.01"
KOSPI,2022.07.05,"2,341.78"
KOSPI,2022.07.04,"2,300.34"
KOSPI,2022.07.01,"2,305.42"
KOSPI,2022.06.30,"2,332.64"
KOSPI,2022.06.29,"2,377.99"
KOSPI,2022.06.28,"2,422.09"
KOSPI,2022.06.27,"2,401.92"
KOSPI,2022.06.24,"2,366.60"
KOSPI,2022.06.23,"2,314.32"
KOSPI,2022.06.22,"2,342.81"
KOSPI,2022.06.21,"2,408.93"
KOSPI,2022.06.20,"2,391.03"
KOSPI,2022.06.17,"2,440.93"
KOSPI,2022.06.16,"2,451.41"
KOSPI,2022.06.15,"2,447.38"
KOSPI,2022.06.14,"2,492.97"
KOSPI,2022.06.13,"2,504.51"
KOSPI,2022.06.10,"2,595.87"
KOSPI,2022.06.09,"2,625.44"
KOSPI,2022.06.08,"2,626.15"
KOSPI,2022.06.07,"2,626.34"
KOSPI,2022.06.03,"2,670.65"
KOSPI,2022.06.02,"2,658.99"
KOSPI,2022.05.31,"2,685.90"
KOSPI,2022.05.30,"2,669.66"
KOSPI,2022.05.27,"2,638.05"
KOSPI,2022.05.26,"2,612.45"
KOSPI,2022.05.25,"2,617.22"
KOSPI,2022.05.24,"2,605.87"
KOSPI,2022.05.23,"2,647.38"
KOSPI,2022.05.20,"2,639.29"
KOSPI,2022.05.19,"2,592.34"
KOSPI,2022.05.18,"2,625.98"
KOSPI,2022.05.17,"2,620.44"
KOSPI,2022.05.16,"2,596.58"
KOSPI,2022.05.13,"2,604.24"
KOSPI,2022.05.12,"2,550.08"
KOSPI,2022.05.11,"2,592.27"
KOSPI,2022.05.10,"2,596.56"
KOSPI,2022.05.09,"2,610.81"
KOSPI,2022.05.06,"2,644.51"
KOSPI,2022.05.04,"2,677.57"
KOSPI,2022.05.03,"2,680.46"
KOSPI,2022.05.02,"2,687.45"
KOSPI,2022.04.29,"2,695.05"
KOSPI,2022.04.28,"2,667.49"
KOSPI,2022.04.27,"2,639.06"
KOSPI,2022.04.26,"2,668.31"
KOSPI,2022.04.25,"2,657.13"
KOSPI,2022.04.22,"2,704.71"
KOSPI,2022.04.21,"2,728.21"
KOSPI,2022.04.20,"2,718.69"
KOSPI,2022.04.19,"2,718.89"
KOSPI,2022.04.18,"2,693.21"
KOSPI,2022.04.15,"2,696.06"
KOSPI,2022.04.14,"2,716.71"
KOSPI,2022.04.13,"2,716.49"
KOSPI,2022.04.12,"2,666.76"
KOSPI,2022.04.11,"2,693.10"
KOSPI,2022.04.08,"2,700.39"
KOSPI,2022.04.07,"2,695.86"
KOSPI,2022.04.06,"2,735.03"
KOSPI,2022.04.05,"2,759.20"
KOSPI,2022.04.04,"2,757.90"
KOSPI,2022.04.01,"2,739.85"
KOSPI,2022.03.31,"2,757.65"
KOSPI,2022.03.30,"2,746.74"
KOSPI,2022.03.29,"2,741.07"
KOSPI,2022.03.28,"2,729.56"
KOSPI,2022.03.25,"2,729.98"
KOSPI,2022.03.24,"2,729.66"
KOSPI,2022.03.23,"2,735.05"
KOSPI,2022.03.22,"2,710.00"
KOSPI,2022.03.21,"2,686.05"
KOSPI,2022.03.18,"2,707.02"
KOSPI,2022.03.17,"2,694.51"
KOSPI,2022.03.16,"2,659.23"
KOSPI,2022.03.15,"2,621.53"
KOSPI,2022.03.14,"2,645.65"
KOSPI,2022.03.11,"2,661.28"
KOSPI,2022.03.10,"2,680.32"
KOSPI,2022.03.08,"2,622.40"
KOSPI,2022.03.07,"2,651.31"
KOSPI,2022.03.04,"2,713.43"
KOSPI,2022.03.03,"2,747.08"
KOSPI,2022.03.02,"2,703.52"
KOSPI,2022.02.28,"2,699.18"
KOSPI,2022.02.25,"2,676.76"
KOSPI,2022.02.24,"2,648.80"
KOSPI,2022.02.23,"2,719.53"
KOSPI,2022.02.22,"2,706.79"
KOSPI,2022.02.21,"2,743.80"
KOSPI,2022.02.18,"2,744.52"
KOSPI,2022.02.17,"2,744.09"
KOSPI,2022.02.16,"2,729.68"
KOSPI,2022.02.15,"2,676.54"
KOSPI,2022.02.14,"2,704.48"
KOSPI,2022.02.11,"2,747.71"
KOSPI,2022.02.10,"2,771.93"
KOSPI,2022.02.09,"2,768.85"
KOSPI,2022.02.08,"2,746.47"
KOSPI,2022.02.07,"2,745.06"
KOSPI,2022.02.04,"2,750.26"
KOSPI,2022.02.03,"2,707.82"
KOSPI,2022.01.28,"2,663.34"
KOSPI,2022.01.27,"2,614.49"
KOSPI,2022.01.26,"2,709.24"
KOSPI,2022.01.25,"2,720.39"
KOSPI,2022.01.24,"2,792.00"
KOSPI,2022.01.21,"2,834.29"
KOSPI,2022.01.20,"2,862.68"
KOSPI,2022.01.19,"2,842.28"
KOSPI,2022.01.18,"2,864.24"
KOSPI,2022.01.17,"2,890.10"
KOSPI,2022.01.14,"2,921.92"
KOSPI,2022.01.13,"2,962.09"
KOSPI,2022.01.12,"2,972.48"
KOSPI,2022.01.11,"2,927.38"
KOSPI,2022.01.10,"2,926.72"
KOSPI,2022.01.07,"2,954.89"
KOSPI,2022.01.06,"2,920.53"
KOSPI,2022.01.05,"2,953.97"
KOSPI,2022.01.04,"2,989.24"
KOSPI,2022.01.03,"2,988.77"
KOSPI,2021.12.30,"2,977.65"
KOSPI,2021.12.29,"2,993.29"
KOSPI,2021.12.28,"3,020.24"
KOSPI,2021.12.27,"2,999.55"
KOSPI,2021.12.24,"3,012.43"
KOSPI,2021.12.23,"2,998.17"
KOSPI,2021.12.22,"2,984.48"
KOSPI,2021.12.21,"2,975.03"
KOSPI,2021.12.20,"2,963.00"
KOSPI,2021.12.17,"3,017.73"
KOSPI,2021.12.16,"3,006.41"
KOSPI,2021.12.15,"2,989.39"
KOSPI,2021.12.14,"2,987.95"
KOSPI,2021.12.13,"3,001.66"
KOSPI,2021.12.10,"3,010.23"
KOSPI,2021.12.09,"3,029.57"
KOSPI,2021.12.08,"3,001.80"
KOSPI,2021.12.07,"2,991.72"
KOSPI,2021.12.06,"2,973.25"
KOSPI,2021.12.03,"2,968.33"
KOSPI,2021.12.02,"2,945.27"
KOSPI,2021.12.01,"2,899.72"
KOSPI,2021.11.30,"2,839.01"
KOSPI,2021.11.29,"2,909.32"
KOSPI,2021.11.26,"2,936.44"
KOSPI,2021.11.25,"2,980.27"
KOSPI,2021.11.24,"2,994.29"
KOSPI,2021.11.23,"2,997.33"
KOSPI,2021.11.22,"3,013.25"
KOSPI,2021.11.19,"2,971.02"
KOSPI,2021.11.18,"2,947.38"
KOSPI,2021.11.17,"2,962.42"
KOSPI,2021.11.16,"2,997.21"
KOSPI,2021.11.15,"2,999.52"
KOSPI,2021.11.12,"2,968.80"
KOSPI,2021.11.11,"2,924.92"
KOSPI,2021.11.10,"2,930.17"
KOSPI,2021.11.09,"2,962.46"
KOSPI,2021.11.08,"2,960.20"
